id,treatment,date,min5_interval,0.05,0.25,0.5,0.75,0.95
113,C,20220224,4,10.702340220330498,10.769820535313013,10.90242663752441,10.929814619382217,11.52528065886067
113,C,20220224,5,10.465092264083253,10.503786024063505,10.544520786239586,10.642064995595856,13.248667028910024
113,C,20220224,6,9.947007872572696,10.08058532416467,10.43438162585967,11.12121144679719,11.211731723961524
113,C,20220224,7,8.790758216389754,8.847037709391682,9.424374050840598,10.45622738531185,11.029827371319605
113,C,20220224,8,9.013583699327642,9.146213725464767,10.21359852485111,10.236006063785375,12.357110693469528
113,C,20220224,9,5.981177898798041,6.044705997239247,6.158097536494791,6.210892118896144,8.331252556763594
113,C,20220224,11,7.411466096906509,10.962812059082907,10.994089098980863,11.568229895751431,11.593190229679838
113,C,20220224,12,10.231423665394052,10.356945075423239,10.401378629410196,11.02564359700366,11.541920542003115
113,C,20220224,13,10.176865735037335,10.365117937547875,10.655824271530129,10.731830628460054,10.852851504448203
113,C,20220224,14,9.355590896220107,10.530276747127031,11.202464192554904,11.25829942511589,11.326839399023386
113,C,20220224,15,7.4896858299636815,7.536234411727692,7.650347918569314,7.890242049225732,8.595486273963282
113,C,20220224,16,8.595636437101877,8.745391525923269,9.440576528564343,9.467648055594658,12.798054561018853
113,C,20220224,18,2.6107653350208153,10.74117623162591,10.803934024095357,10.831116801657123,10.856483007275914
113,C,20220224,19,8.486154418209658,8.522076250826029,11.630583803077528,11.770747994372886,11.894234220598236
113,C,20220224,20,7.138232046262322,8.083591280330431,8.8232404764749,9.29569688836099,9.355358218295677
113,C,20220224,21,7.147101444533836,7.181596069238963,7.324170742738124,7.519108916880881,9.579580292760017
113,C,20220224,22,8.161775702179542,8.29538279669856,8.922518675329002,9.210818151929642,10.374337652036942
113,C,20220224,23,6.907778217520412,6.958723586752428,8.033843576174437,8.335948413138645,8.486872990413287
113,C,20220224,24,9.433551719432336,9.451371053799342,9.455280360275676,9.459118620691347,9.461125252409452
113,C,20220224,25,2.4641653347658097,2.4641653347658097,2.4641653347658097,2.4641653347658097,2.4641653347658097
113,C,20220224,26,9.859062270272565,10.329893699371087,10.43560292200366,10.96048304744233,11.293207254910623
113,C,20220224,27,8.8730804745108,8.946797960419671,9.246664138449502,9.371828539463909,9.581835921715992
113,C,20220224,28,6.8651533676521606,6.890332939282686,8.204770671028593,9.488208163068208,9.559238965177112
113,C,20220224,29,6.8466266550886274,7.046171933336558,7.174091560812677,7.286295792668006,7.475858081000043
113,C,20220224,30,6.6523148802177925,6.749869032921309,7.946281508628207,8.02937153974009,8.076962168979305
113,C,20220224,31,6.739107503187817,6.784904129782913,7.231422839852294,7.703736541980302,7.762060627348173
119,C,20220302,4,4.914955530760977,5.038267431704041,5.135128681293951,5.160953536064577,5.181203266473926
119,C,20220302,5,4.733524180399251,4.862228765415206,4.960029708759681,5.097787555534518,5.135109863597347
119,C,20220302,6,4.04657336693646,4.090600849110203,4.134157682118252,4.352264013479904,4.66349569237732
119,C,20220302,7,3.6772960113233353,3.8191190807335618,3.861251345708175,3.885841830694758,3.908018010299852
119,C,20220302,8,3.479674252837831,3.5651204702506742,3.6197642589767485,3.670244529727258,3.726658604846605
119,C,20220302,9,3.416191145978015,3.447312537375802,3.5261789639924874,3.5698686113695013,3.6114396914839206
119,C,20220302,11,3.993426049043199,4.524027145104465,4.940553830960408,5.048135587373665,5.1735419783535965
119,C,20220302,12,4.869831238860028,5.0495229492244675,5.209349359553608,5.256562056148594,5.304966831332547
119,C,20220302,13,3.957248438319405,4.205740654540323,4.277851207348989,4.358901887299134,4.72701040232538
119,C,20220302,14,3.231516437001472,3.274219573024263,3.322520565464735,3.4607377058405424,3.604514190589541
119,C,20220302,15,3.7057692542029907,4.050506900135465,4.1443780458700825,4.254928386935565,4.313388919556646
119,C,20220302,16,3.6074068437145406,3.71849231798121,3.808632167992309,3.857545603668472,4.00846918192937
119,C,20220302,17,3.6633250728918147,3.669418711086965,3.677464023668569,3.688765780839313,3.691936992257891
119,C,20220302,18,1.9622232501191488,4.311642222199619,4.330383079321344,4.359731054291169,4.378742875837524
119,C,20220302,19,4.651777327329114,4.797821746780554,4.886284088631922,4.9702007388236895,4.992839974975274
119,C,20220302,20,4.446288447430919,4.563141275834101,4.858312495112326,4.924629022988679,4.97873284114148
119,C,20220302,21,3.8175555335188918,4.151586732101899,4.309152862115199,4.355948423841827,4.3887179917054375
119,C,20220302,22,2.636094456308332,2.7631267954459044,3.0680034703084225,3.4200640276024514,3.671876656779455
119,C,20220302,23,2.469759781332116,2.586721013695306,2.6702139934922737,2.7312593394176194,2.8867077100269367
119,C,20220302,24,2.2101630127434344,2.234336660294011,2.274383231994028,2.3289108353596646,2.4282938489245596
119,C,20220302,25,0.6971653544010403,0.7179644279777586,0.7446764016022073,0.7749218161427563,0.7980987765939827
119,C,20220302,26,4.469907654216533,4.727674046443221,4.98968364293864,5.179592292533437,5.2732942268871135
119,C,20220302,27,5.099155691927216,5.151950498257275,5.252514585418192,5.287450947819162,5.328285594790318
119,C,20220302,28,4.573021260960589,4.704976638682396,4.777000087581296,4.890726827905423,4.960633698989095
119,C,20220302,29,3.8988935686176154,4.224606489752894,4.363453881958811,4.724196533585868,4.75674386817512
119,C,20220302,30,3.474449850706499,3.6288359743003618,3.798805703908754,3.9306379345818767,4.053441219008441
119,C,20220302,31,3.0910517335792655,3.1851641144664558,3.333925102629575,3.403461378619121,3.4233621382678834
132,MT,20220315,4,3.7429327359746307,3.7922878331316605,3.8049535833034236,3.8355832490875366,3.845521651891599
132,MT,20220315,5,3.626177902226299,3.7914436916570815,3.877107293608125,3.934321769358739,3.9554748019717496
132,MT,20220315,6,3.3974513492943417,3.503953901731838,3.6303747649358042,3.6857747978267854,3.868725317466151
132,MT,20220315,7,3.518579202819369,3.675816457051012,3.76565492817105,3.822089576729221,3.9429033273344913
132,MT,20220315,8,2.7727192757607093,2.80341197643563,3.082992168458726,3.304413989390408,3.515655729119402
132,MT,20220315,9,2.2770673856250316,2.357665898286333,2.4920077008281885,2.646358102381397,2.7290828539101453
132,MT,20220315,10,2.3279997512732185,2.36115631260265,2.3856196281836763,2.4193365673180676,2.4302868499688466
132,MT,20220315,11,0.6974601051197329,0.7237979001994845,0.7555516339126589,0.7886708859587768,0.8181759127366645
132,MT,20220315,12,2.956741141295855,3.0789942753244857,3.143410291837573,3.1573969533055295,3.202583233756162
132,MT,20220315,13,2.5950501669605304,2.6447629387000435,2.737432892030162,3.1541763709223614,3.182056445723976
132,MT,20220315,14,2.1487412908471297,2.321761222619792,2.4473994505857792,2.730610725222648,2.832260773211423
132,MT,20220315,15,2.092953792513282,2.8230967357807315,2.9374875336578596,3.009671784767876,3.128535017160375
132,MT,20220315,16,1.8474053295286896,1.9217126146116297,2.2423383668617713,2.425884201040784,2.781851384237551
132,MT,20220315,17,1.5633275114269023,1.6612090887593571,1.7425431718656812,1.7964475950407057,1.8788520285539227
132,MT,20220315,18,0.41753136749770925,0.4476126735822646,0.4911154515330371,0.5384039192175749,0.5790255192933143
132,MT,20220315,19,3.9430266133831715,4.035399440176188,4.1588020383238264,4.207596342965787,4.237989127746761
132,MT,20220315,20,3.0947049621806375,3.243759546244145,3.550492585413495,3.6816062204730526,3.8134684489057102
132,MT,20220315,21,2.5316100811760425,2.870709864369254,3.021045863091114,3.0542960686976386,3.116273341862134
132,MT,20220315,22,1.9544355749997784,2.105722628864772,2.240686121230195,2.3073353942016146,2.458430640805001
132,MT,20220315,23,1.3070449611896453,1.4156542269495902,1.5481452243327474,1.6701697901882058,1.9471182898783537
132,MT,20220315,24,1.2260117744396801,1.2495631170256407,1.2812490263967848,1.3172369117418843,1.3526933354787172
