DateTime,O2,CO2,WVP,FR,BP,RH,TempRH,Analog_1,Analog_2,Analog_3,Analog_4,Analog_5,Analog_6,Analog_7,Analog_8,Thermo_1,Thermo_2,Thermo_3,Thermo_4,DigitalOut,Marker
3/2/22 13:30:40,20.85591,5.98E-02,2.769406,204.5547,102.0326,60.88587,31.20821,2.584238,2.584317,2.584445,2.584226,2.584114,2.584359,2.583968,2.584106,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:41,20.85582,6.00E-02,2.769856,183.8109,102.0327,60.88994,31.20989,2.584239,2.584254,2.584434,2.584301,2.584163,2.584394,2.583998,2.584129,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:42,20.8558,5.97E-02,2.769528,195.2134,102.0322,60.89323,31.20724,2.584231,2.584274,2.584413,2.584363,2.584074,2.584399,2.583984,2.584173,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:43,20.85639,6.00E-02,2.76954,207.8974,102.0309,60.89531,31.20521,2.584193,2.584241,2.584456,2.584276,2.584121,2.584383,2.583984,2.58412,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:44,20.85651,5.96E-02,2.769166,222.0359,102.0305,60.89873,31.2034,2.584183,2.58428,2.584437,2.584276,2.58412,2.584416,2.584015,2.584133,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:45,20.85648,6.01E-02,2.769134,191.0515,102.0305,60.90033,31.2034,2.584202,2.584277,2.584409,2.584291,2.584122,2.584362,2.584061,2.58413,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:46,20.85637,6.00E-02,2.769345,199.6229,102.0309,7.50E-31,31.20304,2.584294,2.584296,2.584442,2.58427,2.584115,2.584371,2.584004,2.584113,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:47,20.85637,5.98E-02,2.769529,206.594,102.0315,60.90456,31.20362,2.584172,2.584259,2.584371,2.584221,2.584054,2.584367,2.583952,2.584158,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:48,20.85623,5.99E-02,2.77007,192.8865,102.0315,60.9053,31.20681,2.584195,2.584184,2.584451,2.58419,2.58413,2.584342,2.584079,2.58415,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:49,20.85621,5.93E-02,2.76989,191.826,102.0312,60.90803,31.20512,2.584262,2.584198,2.584394,2.584321,2.584137,2.584364,2.584082,2.584145,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:50,20.85625,0.0593629,2.769948,183.8744,102.0313,60.90644,31.20571,2.584183,2.584276,2.584478,2.584249,2.584107,2.584342,2.584054,2.584091,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:51,20.85662,5.98E-02,2.769637,190.1923,102.031,60.90789,31.20332,2.584163,2.584236,2.584349,2.584219,2.584164,2.584289,2.584067,2.584132,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:52,20.85654,5.95E-02,2.769803,204.406,102.0313,60.91053,31.20361,2.584212,2.584121,2.584445,2.58431,2.584134,2.584378,2.584018,2.584124,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:53,20.85643,6.07E-02,2.769631,211.2544,102.0313,60.91516,31.20118,2.584191,2.584208,2.584499,2.584261,2.584157,2.584369,2.584015,2.584156,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:54,20.85633,0.0598118,2.769913,208.5329,102.0315,60.91798,31.2016,2.584218,2.584253,2.584477,2.584219,2.584115,2.584376,2.583979,2.584146,-1000,-1000,-1000,-1000,0,-1
3/2/22 13:30:55,20.85641,5.93E-02,2.770191,206.1425,102.0317,60.92301,31.20247,2.584121,2.584272,2.58437,2.584195,2.584158,2.58441,2.584013,2.584135,-1000,-1000,-1000,-1000,0,-1
